System,Version,Code,Display
http://loinc.org,2.70,20570-8,Hematocrit [Volume Fraction] of Blood
http://loinc.org,2.70,31100-1,Hematocrit [Volume Fraction] of Blood by Impedance
http://loinc.org,2.70,4544-3,Hematocrit [Volume Fraction] of Blood by Automated count
http://loinc.org,2.70,4545-0,Hematocrit [Volume Fraction] of Blood by Centrifugation
http://loinc.org,2.70,48703-3,Hematocrit [Volume Fraction] of Blood by Estimated
