System,Version,Code,Display
http://loinc.org,2.70,33037-3,Anion gap in Serum or Plasma
http://loinc.org,2.70,41276-7,Anion gap in Blood
http://loinc.org,2.70,42485-3,Anion gap in Vitreous fluid
http://loinc.org,2.70,47561-6,Anion gap in Body fluid
