System,Version,Code,Display
http://loinc.org,2.70,26453-1,Erythrocytes [#/volume] in Blood
http://loinc.org,2.70,789-8,Erythrocytes [#/volume] in Blood by Automated count
http://loinc.org,2.70,790-6,Erythrocytes [#/volume] in Blood by Manual count
