System,Version,Code,Display
http://loinc.org,2.70,28542-9,Platelet mean volume [Entitic volume] in Blood
http://loinc.org,2.70,32623-1,Platelet mean volume [Entitic volume] in Blood by Automated count
http://loinc.org,2.70,776-5,Platelet mean volume [Entitic volume] in Blood by Rees-Ecker
