System,Version,Code,Display
http://loinc.org,2.70,14723-1,Ferritin [Moles/volume] in Serum or Plasma
http://loinc.org,2.70,14724-9,Ferritin [Interpretation] in Blood
http://loinc.org,2.70,20567-4,Ferritin [Mass/volume] in Serum or Plasma by Immunoassay
http://loinc.org,2.70,2276-4,Ferritin [Mass/volume] in Serum or Plasma
http://loinc.org,2.70,24373-3,Ferritin [Mass/volume] in Blood
http://loinc.org,2.70,35209-6,Ferritin [Mass or Moles/volume] in Serum or Plasma
